ID,Language_ID,Analect,Label,Source,Comment
296,egyptian-spoken-arabic-cairene,F,,gary-and-gamal-eldin-1984,"Free object pronouns only occur where the verb carries the matching object cross-referencing suffix (Gary and Gamal-Elgdin 1984:77).
The possessive pronominal suffixes can either be attached directly to the possessed noun or to a possessive noun bitaaʕ (p84-85)."
297,koasati,F,,kimball-1991,"Free possessive pronouns do not occur in the language (Kimball 1991:432). There are two sets of pronominal prefixes indicating possession, the 'am-' set and the 'ca-' set, that latter of which mainly serves to indicate inalienable possession (Kimball 1991:432ff). The more generally applied 'am-' set is given below."
298,modern-hebrew,F,,glinert-1989,"No independent object or possessive pronouns occur in the language, the suffixes which serve this function are thus included in the paradigm below (Gilnert 1989:52-3). Note also that two sets of possessive suffixes exist, one for singular nouns and the other for plural nouns (Gilnert 1989:30-1). Only the set for singular nouns has been included here."
299,north-levantine-arabic-damascene,F,,cowell-1964,No independent object and possessive pronouns occur in the language (Cowell 1964:539). The suffixes which serve these functions are listed below.
300,mbugu-inner,F,,mous-2003,"Inner Mbugu does not differ grammatically from Normal Mbugu but does contain much 'deviant' lexical material of partly Southern Cushitic origin (Mous 2003:1). Mous (2003:1) thus describes Inner Mbugu as a 'parasite of Normal Mbugu'. Please note, it is unclear in Mous (2003) if the object pronouns listed actually serve this function and as such this part of the paradigm is subject to further revision.

Description of non-human pronouns (if there are any) frustratingly absent, though the 3sg given is glossed only as he/she. (-Owen)"
301,mbugu-normal,F,,mous-2003,non-human pronouns not clearly given (-Owen)
302,abkhaz,F,,hewitt-1979,"In addition to the third person singular possessive pronouns listed bleow, the form /atʷʼə/ is used for non-human possessors (Hewitt 1979:102). 

<j> = IPA [j] (-Owen)"
303,sunwar-saipu,F,,borchers-2008,The alternate third person A and S forms listed in the comments to the relevant entries in the paradigm below are specific to the Saipu dialect (Borchers 2008:67).
304,basque-standard,F,,de-2008,The language lacks third person personal pronouns with each of the three demonstrative pronouns capable of being used to serve this function (de Rijk 2007:111). The proximal demonstrative 'hau' is listed in the paradigm below as a substitute for the third person pronouns.
305,tschangla,F,,andvik-2010,
306,lepcha,F,,plaisier-2007,
307,gulf-arabic,F,,holes-1990,"The possessive forms listed below are formed by the attachment of a personal suffix to the stem 'maːl-/maːlat-'. The set of personal suffixes is identical to the set of suffixed object forms listed below except that the 1sg form is '-i' as opposed to '-ni' (Holes 1990:170-1). The form  'maːl-' appears when the possessum is masculine while 'maːlat-' is used with a feminine possessum (Holes 1990:170-1). The forms incorporating 'maːl-' are listed below. In addition to this, an alternative independent possessive form may be constructed by suffixing the above mentioned personal suffixes to the stem 'ħagː-' which does not inflect for the gender of the possessum. Pronominal possession may also be expressed by direct suffixation of the personal suffixes to the possessed noun (Holes 1990:171)."
308,somali,,,saeed-1999,Masculine forms (with final -gu/-ga) given except in third person GEND2 (-Owen)
309,tuvaluan,F,,besnier-2000,"Besnier (1999:264) states that case is marked on both nouns and pronouns through a system of prepositions and preposition-like particles. Given that these case marking elements are treated as independent words, the pronoun forms listed below are given without case markers. In addition to this, please note that the possessive pronouns of this language are complex elements constructed out of an article morpheme followed by an affix indicating possessive class (alienable vs. inalienable) which is in turn followed by a reduced personal pronoun suffix (Besnier 1999:399). Only the reduced personal pronoun suffixes are listed below.
Free possessive pronouns are marked along several dimensions: the number and person of the possessor, for singular possessors there is a distinction between alienable and inalienable, and there is also a distinction made for whether the possessed is singular indefinite / singular definite / plural indefinite / plural indefinite. The different combination of these variables results in a more complex paradigm than is allowed for here, which is why the original person entering the data entered the bound forms."
310,savosavo,F,,wegener-2012,"The possessive forms listed all transparently display the suffix '-βa' and are used with singular, masculine and all dual and plural possessed nouns or nouns phrases. Where the possessum is singular and feminine the suffix '-βa' is replaced by     '-ma' (Wegener 2012:137)."
311,chimariko,F,,jany-2009,"The possessive suffixes listed below are attached directly to the possessed noun or head of the possessed noun phrase and index alienable possession (Jany 2009:71). A distinct set of possessive prefixes not listed below also exists whose members index inalienable possession (Jany 2009:71).

Alienable poss forms given (-Owen)"
312,bullom-so,F,,childs-2011,
313,old-hittite,F,,hoffner-jr-and-melcher-2008,"The forms listed below are given in the system of transliteration adopted by Hoffner Jr and Melcher (2008). Note also that the form 'ɑpɑ̄-', used as the basis of the third person pronouns listed below, also functions as the medial demonstrative (Hoffner Jr and Melcher 2008:143)."
314,manchu,,,gorelova-2002,"All forms listed below are given in the transcription adopted by Grorelova (2002). Please note also, it is not always the case that a pronoun or noun functioning as the direct object of a verb appears inflected for the accusative case (Gorelova 2002:172). The primary function of the accusative case is to mark the direct object, however, and as no clear explanation of the conditioning factors determining whether a direct object appears in the accusative or not is given by Gorelova (1999), the accusative forms are listed below as the object pronouns."
315,totonac-misantla,F,,mackay-1999,standardised transcription to underlying phonemic (-Owen 15/11/16)
316,kwaza,F,,van-der-voort-2004,"'-wã' marks the animate object however its domain of application is not entirely clear and so the object forms below have been listed without the marker (van der Voort 2004:105).

possessive forms occur with a following classifier (-hɨ̃ in the examples given), apostrophe marks following stress. (-Owen)"
317,wappo,F,,thompson-et-al-2006,"As noted in the comments to the relevant entries, the singular and plural A and S third person pronouns have both a distal and proximal form, while only the plural O and Poss. third person pronouns have distinct distal and proximal forms."
318,ao-naga,F,,coupe-2007,"Pronouns may take the agentive marker /-nə/. This suffix is not compulsory however, and the several apparent factors conditioning its appearance are complex and not entirely resolved by Coupe (2008:150-65). Thus the A pronouns listed below are given in their unmarked form."
319,kurukh,,,hahn-1911,
320,brahui,,,andronov-2006,"Third person forms, as in most other Dravidian languages, have two forms depending on distance: a proximal form meaning 'this, he, she (near)' and a distal meaning 'that, he, she (far)'. Since the choice is based only on distance, and there is no gender distinction (here, unlike in the case of e.g. Tamil) the language is treated as having gender syncretisms and the same forms (the proximal) are entered for both genders."
321,arbore,F,,hayward-1984,A number of A and S forms in addition to those listed below exist that are obtained by the addition of various suffixes to the listed pronouns (Hayward 1984:215). The masculine predicative posessive forms are entered here.
322,koya,,,tyler-1969,"The full paradigm is not given explicitly for all case forms, and some forms are inferred on the basis of remarks on pp. 53, 59, 60, 108 of the grammar; would be good to check on the forms of the possessive and the accusative forms for 1 excl nsg, incl nsg, 2nsg, 3fem, 3 nsg. With the third person, there are distinct proximate and distal forms, the distal forms are used here (since the presentation in the grammar implies they are the unmarked ones). Also, 3rd person nonsingular forms have a masc vs fem/neuter distinction; the masc forms are entered here."
323,hausa,F,,newman-2000,"The forms below are given in the system of transcription adopted by Newman (2000). Also note that true independent S and A pronouns do not occur in the language. Instead, a set of complex elements each consisting of a person and tense/aspect marker exists (Newman 2000:485-6). Newman (2000:485-6) refers to the person markers as ‘weak subject pronouns’ and notes that these elements occur in two paradigms; the light and the heavy paradigms. The members of the light paradigm have been listed here as the representatives of the S and A forms in the language as they occur in a wider variety of contexts than the members of the heavy paradigm (Newman 2000:485-6). Finally, two possessive pronoun paradigms exist; one which is used with a masculine or plural possessum and another used exclusively with singular, feminine possessed nouns ending in '-a(a)' (Newman 2000:482). The paradigm used with masculine and plural possessed nouns is listed here."
325,iraqw,F,,nordbustad-1988,
326,slavey,F,,keren-1989,"In addition to the third person pronouns listed below, 'ʔeji' is the A, S and O form used for singular, non-human referents (Keren 1989:253)."
327,finnish,F,,karlsson-1999,"The S and A forms listed below are given in the nominative case while the O forms are listed in the accusative. Please note, however, that forms in the partative case also appear in S, A and O contexts in order to express various distinctions as discussed in detail by Karlsson (1999)."
328,adamawa-fulani,F,,stennes-1967,"In addition to the forms listed below, /ʔenen/ occurs as a shared first and second person plural A, S and O pronoun while /meeɗen/ may be used as a shared first and second person plural Poss pronoun (Stennes 1967).

GEND2 = 'nde' class (-Owen)"
329,maithili,F,,yadav-1996,The third person forms listed below also function as demonstrative pronouns and consequently distinct proximate and remote forms exist Ramawatar (1996:110). The proximate forms are listed below
330,sarcee,F,,cook-1984,"The forms listed below occur only infrequently, most commonly in emphatic contexts (Cook 1984). Please note also that the forms listed are given in the system of transcription adopted by Cook (1984)."
331,khmer-central,F,,haiman-2011,"In addition to the pronouns listed below, a number of additional forms in each person exist that index various levels of honorificity. The first person singular form listed here is used where the 'speaker is acting humble or polite', the second person form is utilized where the 'addressee is older or of higher status' while the third person form is used where the 'referent is (a) respected other' (Haiman 2011:184 ff). The remaining pronouns and their functions are described in detail by Haiman (2011:184 ff)."
332,anong,F,,sun-and-liu-2009,"Particles marking the agent and object of a sentence exist in the language (Sun 2009:113 ff). While these elements may mark pronouns, the forms listed below exclude these markers. This is the case as these particles are considered distinct elements by Sun (2009:113 ff) and their appearance displays a degree of optionality dependent on the structure of the sentence (Sun 2009:113 ff).

tones:
˥ = 55
˥˧ = 53
˧ = 33
˧˩ = 31
˧˥ = 35"
336,swedish,F,,bjorkhagen-1966,"The first and second person possessive pronouns listed below may be used with a possessed element of any gender (Björkhagen 1966:90). However, distinct neuter and non-neuter forms of these pronouns also exist as discussed by Björkhagen (1966:90)."
337,hungarian,F,,kenesei-et-al-1998,
338,cupeno,F,,hill-2005,
339,morisyen,F,,baker-1972,"The 3rd person plural form 'banla' listed below is used where a speaker refers to a group who are not present who the speaker identifies as some kind of unit (Baker 1972:72). In addition to 'banla', 'zot' and 'zottu' may also function as 3rd personal plural pronouns (Baker 1972:72). 'zot' is used where a speaker refers to a group of people excluding him-/herself, while 'zottu' is used where a speaker refers to all members of a group excluding him-/herself (Baker 1972:72). Given the function of 'zottu' described above, in appropriate contexts this form may also be used in place of the 2nd person plural form 'zot' listed below."
340,warao,F,,romero-figeroa-1997,
341,jamamadi-jarawara,F,,dixon-2004,"The possessive forms listed below index alienable possession (Dixon 2004:77). The full set of inalienable possessive pronouns is described by Dixon (2004:77). In addition, the A, S, and O 3rd person plural forms are only used to refer to animate antecedents (Dixon 2004:77). The form used to refer to inanimates is, like the 3rd person singular forms, null (∅) (Dixon 2004:77)."
342,crow,F,,graczyk-2007,"The forms entered here are treated as a verbal inflectional category in the grammar. There are no forms for 3rd person. The following is the justification provided for why they were chosen over the independent pronouns  to be presented in the database

Emphatic/contrastive pronoun stems exist in the language which function as A, S, and O forms and may occur as independent words in certain contexts (Graczyk 2007:60). However, these elements are frequently bound to some other element, always co-occur with bound pronominals, and have a highly specific emphatic function (Graczyk 2007:60). Thus, the non-emphatic bound pronominals that appear attached to the verb and typically serve to index pronominal features are given below as A, S, and O forms. In addition to this, the A and S forms listed only function as such with active verbs (Graczyk 2007:60). The subject of a stative verb is always represented by the appropriate O form listed below (Graczyk 2007:60). Also note, the Poss. forms listed index alienable possession only (Graczyk 2007:53). A set of distinct paradigms giving the forms for inalienable possession are discussed by Graczyk (2007:53 ff)."
343,inuktitut-west-greenlandic,F,,fortescue-1984,"There exist distinct inflectional paradigms for possessive marking of nouns for each case (Fortescue 1984:205 ff). In addition to this, distinct paradigms of possessive markers for singular and plural possessed elements exist (Fortescue 1984:207). The elements listed are used with a singular possessum in the absolutive case."
344,pipil,,,campbell-1985,"It is not entirely clear if the O forms listed can be used as object pronouns as well as S and A forms, but Campbell (1985:53) appears to suggest that this is the case."
345,kaingang,F,,wiesemann-1972,The 3rd person dual and plural pronouns listed below are in fact the non-feminine forms (Wiesemann 1972:101). The feminine 3rd person dual and plural form is 'fɑg ~ -hɑg' (Wiesemann 1972:101).
346,pashto-northern,F,,david-2014,"The language displays split ergativity (David 2014:50). In the non-past tenses the language has nominative-accusative alignment while in the past tenses ergative-absolutive alignment is displayed. The forms inflected according to the nominative-accusative alignment are listed below. In addition, the forms listed are those used in eastern variants of the language. A wide range of other regional forms is described by David (2014:158-9). Finally, the 3rd person possessive forms only function as such when immediately preceded by the genitive prepositional element 'də' (David 2014:163)."
347,ngarinman-bilinara-pilinara,F,,meakins-and-nordlinger-2014,"In addition to the 1st person inclusive plural A, S, and O form listed, another form, 'ŋaliwula', also exists which means 'you and me/I and one other' (Meakins and Nordlinger 2014:217). Meakins and Nordlinger (2014:218) also list the form 'ŋaliwulaɲ' which is the possessive correspondent of 'ŋaliwula'."
348,hixkaryana,F,,derbyshire-1979,"There is no regular number marking system on nouns or pronouns in the language (Derbyshire 1979:126). There is, however, a collective/non-collective distinction with the collective used where the 'focus is on a group' (Derbyshire 1979:126). These collective forms are listed below in the plural and dual entries of the paradigm while non-collective forms are listed in the singular entries. Additionally, Derbyshire (1979:96-7) describes a significant number of allopmorphic variants of the possessive pronouns listed below while also noting that nominal suffixes (not listed below) which mark possessedness and number also distinguish between present and past possession (Derbyshire 1979:98-100). Finally, each of the animate third person A, S, and O pronouns have distinct non-deictic, near-deictic, medial-deictic, and remote-deictic forms (Derbyshire 1979:127). Pronouns used to refer to inanimates do not have distinct deictic and non-deictic forms (Derbyshire 1979:127). The animate non-deictic variants are listed below."
349,anindilyakwa,F,,van-egmond-2012,
350,northern-pumi-northwest-yunnan,F,,ding-2014,"Noun phrases, including pronouns, are marked in a number of cases for semantic function (Ding 2014:138-9). These markings are treated by Ding (2014:138 ff) as postpositions, that is as objects morphosyntactically distinct from the element being marked. Thus the semantic role markers are not listed with the forms below. The one exception to this is the group of plural possessive pronouns in which the genitive postposition is incorporated into the pronoun (Ding 2014:166). In addition, distinct third person pronouns exist for present and absent referents (Ding 2014:90). The forms for present referents are listed."
351,neverver,F,,barbour-2012,"An initial 'i-' may optionally occur attached to the the first and second person A, S, and O forms listed below (Barbour 2012:72). In addition to this, there is an allomorphic distinction between possessive pronouns that occur with initial 't-' and those that do not (the 'bare' forms) (Barbour 2012:136). The bare forms only occur following n-final nouns and and so the t-initial forms are listed below. Finally, the possessive forms listed below are used exclusively with human or sentient possessors (Barbour 2012:135). The two attested systems for the expression of non-human possession are discussed by Barbour (2012:141-6)."
353,warungu,F,,tsunoda-2011,
354,kimaghima,F,,boelaars-1950,
355,riantana,F,,boelaars-1950,
356,ndom,F,,boelaars-1950,
358,mombum-mso,F,,boelaars-1950,
359,mandobo,F,,wester-2014,
360,aghu,F,,wester-2014,
361,asue-awyu,F,,wester-2014,
362,edera-awyu,F,,wester-2014,
363,south-awyu,F,,wester-2014,
364,ute-southern-paiute,F,,givon-2011,The language possesses distinct 3rd person pronouns for referents within the visible range of the speaker and those that are not visible to the speaker (Givón 2011:60-1). The pronouns used for visible 3rd person referents are listed below.
365,itza,F,,hofling-2000,"The 1st and 2nd person A, S, and O forms listed may optionally occur with the prefix 'in-' (Hofling 2000:39)."
366,choctaw,F,,broadwell-2006,"No independent 3rd person A, S, or O forms exist (Broadwell 2006:53-4).

The demonstrative 'yammak' ""that one"" is sometimes used to refer to 3rd person referents, and so for completeness of the paradigm has been added in here."
367,yimas,F,,foley-2005,
368,awa,F,,ross-1995,
369,usarufa,F,,ross-1995,
370,gadsup,F,,ross-1995,
371,tairora-north,F,,ross-1995,
372,gende,F,,ross-1995,∅- indicates a number/person combination that is zero-marked.
373,alekano,F,,ross-1995,
374,badimaya-northern,F,,bednall-2014,"""...the case system of Badimaya pronouns is absolutive-accusative (absolutive ∅ forms for subject NPs of both transitive and intransitive sentences,
and accusative -nha forms for direct objects)..."" p52"
375,badimaya-southern,F,,dunn-1988,
376,nhanda,F,,blevins-2001,"In addition to the nominative/accusative pattern followed by the 1st and 2nd person pronouns there is an ergative first person pronoun ŋajit̪adalu which covers all numbers, and and ergative second person pronoun ɲinit̪adalu which covers all numbers. Demonstratives function as discourse pronouns for third persons. They follow an ergative/accusative pattern and are inflected dependent on number. In the paradigm the ""medium distance from speaker"" set of demonstratives has been entered."
377,jaminjung,F,,schultze-berndt-2000,
378,diyari,F,,austin-1981,
379,kele,F,,lynch-et-al-2002,
380,kele,B,,lynch-et-al-2002,
381,mussau-emira,F,,lynch-et-al-2002,
382,mussau-emira,B,,lynch-et-al-2002,
383,sobei,F,,lynch-et-al-2002,
384,sobei,B,,lynch-et-al-2002,
385,tobati,B,,donohue-2002,"Blanks in the paradigm are where there is no bound form. All of the possessives, for example are expressed by free pronouns (see the free pronoun paradigm)."
386,kairiru,F,,lynch-et-al-2002,
387,kairiru,B,,lynch-et-al-2002,
388,takia,B,,lynch-et-al-2002,
389,arop-lokep,F,,lynch-et-al-2002,
390,arop-lokep,B,,lynch-et-al-2002,
391,yabem,F,,lynch-et-al-2002,
392,yabem,B,,lynch-et-al-2002,
393,gapapaiwa,F,,lynch-et-al-2002,
394,gapapaiwa,B,,lynch-et-al-2002,
395,sudest,F,,lynch-et-al-2002,
396,indonesian-colloquial-jakartan,F,,sneddon-2006,"The forms listed below are given using the system of transcription employed in Sneddon (2006). The first person singular form 'gua' listed below most commonly occurs in the speech of younger people and in informal situations (Sneddon 2006:59). The form 'saya' is the first person singular pronoun most favoured by older speakers (Sneddon 2006:59). In addition, the form 'gue' is described by Snedden (2006:59) as occurring in free variation with 'gua', although the latter form occurs more frequently in the speech of most people. In addition to this, the first person plural form 'kita' functions as both an exclusive and inclusive form with the Formal Indonesian exclusive pronoun 'kami' occurring very infrequently and often in a way that does not preserve its function as an exclusive pronoun (Sneddon 2006:62). With respect to the second person pronoun 'elu', a range of other forms, including a very seldom occurring set of exclusively plural second person forms, are also described by Sneddon (2006:64-6). Finally, the third person singular pronoun 'dia' can function as a plural form in a certain number of contexts although this usage is not typical for human referents (Sneddon 2006:67-8)."
397,south-efate,B,,thieberger-2006,
398,kokota,B,,palmer-2009,
399,mavea,B,,guerin-2011,
400,iraqi-arabic,F,,erwin-1963,"A number of the O and P forms listed below have allomorphic alternants that appear when the relevant pronouns are suffixed to a stem with a final vowel, see Erwin (1963:272) for a table displaying these alternate forms."
401,kiowa,F,,adger-et-al-2008,"There are no third person personal pronouns in the language, instead demonstrative pronouns serve this function (Adger et al. 2008:18). The third person forms listed below are variants of the distal demonstrative pronoun."
402,kaonde,F,,wright-2008,"Every noun in the language belongs to one of 18 noun classes. Class membership is (typically) determined by the attachment of a prefix to an invariant stem that carries the lexical meaning of the noun. Third person pronominal reference is achieved through the attachment of a prefix to the verbal complex that signals the noun class of the referent as well as the referent's grammatical function in the sentence (Wright 2008:9-10). The third person singular forms listed below are drawn from the class 1 prefix set while the third person plural forms are drawn from the plural associate of class 1, class 2. This is the case as class 1 and 2 contain words such as 'person/people' and other terms for human and animate entities (Wright 2008:9-10)."
403,mongolian-halh,F,,gaunt-and-bayarmandakh-2004,
404,amharic,F,,appleyard-2013,The second and third person pronouns listed below are familiar forms. See Appleyard (2013:26) for the formal/polite forms.
405,turkmen,F,,dulling-1960,
406,kawaiisu,F,,zigmond-et-al-1990,"No third person personal pronouns exist in the language, rather a set of demonstrative pronouns serves this function (Zigmond et al. 1990:44). In place of third person forms, definite proximate animate demonstratives are listed below, see Zigmond et al. (1990:46) for description of the complete set of demonstrative pronouns."
407,tswana,F,,cole-1955,"The language possesses distinct third person pronouns for each of its nine noun classes (Cole 1955:128). The third person forms listed below are associated with class one referents. See Cole (1955:128) for the full list of third person pronouns. Additionally, possessive pronouns are complex elements formed by the combination of a bound pronominal base and a prefixal 'concord' that cross-references the possessum (Cole 1955:159-62). Only the pronominal bases are listed below, see Cole (1955:159-60) for a full list of the possessive concords. Finally, Cole (1955:162) lists 'communal' plural possessive bases in the first, second, and third person (class one) which are not listed below."
408,yoruba,F,,bamgbose-1966,"The third person singular object pronoun takes the form of the vowel of the verb (Bamgbose 1966:106). Thus, the numeral '0' is listed in the relevant cells as a place holder. In addition to this, the '.' placed initially in the first and second person singular possessive forms listed below represents a floating low tone (Bamgbose 1966:106). Finally, a number of variations in form of the pronouns listed below are noted by Bamgbose (1966:105-6)."
409,tauya,F,,macdonald-2013,"The object forms listed appear as proclitics attached to transitive verbs (MacDonald 2013:7). In addition, third person singular objects and possessors are typically unmarked in the language (MacDonald 2013:7). Hence, the numeral '0' has been entered in the relevant cells below."
410,north-marquesan,F,,cablitz-2006,"When occurring as a grammatical object, personal pronouns are preceded by the object/oblique marking preposition ‘iɑ’ (Cablitz 2006:101). This element is not included in the object forms listed below as it is analysed and glossed by Cablitz (2006) as distinct from the set of personal pronouns. In addition, other than the second person singular and first person singular possessive forms listed below, no special possessive pronouns exist (Cablitz 2006:101). Rather, the possessive use of pronouns is marked periphrastically using the S/A/O forms as discussed in detail by Cablitz (2006:167 ff)."
411,kham-western-parbate-takale,F,,watters-2002,"Per Watters (2002:161), the S, A, and O forms listed below are used only ‘to reintroduce [discourse] participants of low standing or to place special emphasis on the participant at hand’. A set of bound pronominal elements serve to mark anaphoric reference in a manner comparable to the function of free pronouns in English and similar languages (Watters 2002:161). 

In addition, the language possesses a complex system of case marking in which both ergative-absolutive and nominative-accusative patterns of marking exist and overlap (Watters 2002:68 ff). This overlapping of case marking patterns is so extensive that utterances which contain both an ergative agent and accusative object or an unmarked nominative subject and unmarked absolutive object can occur (Watters 2002:68 ff). Which marking an argument receives is determined by its position on a nominal hierarchy in relation to the other arguments present in the clause (Watters 2002:68-9). Given this state of affairs and the lack of any obvious default marking for arguments appearing in the S, A or O roles, the pronouns below are given without any such markings. 

The 3rd person forms are transparently relatable to the distal (within view) demonstrative."
412,ket,F,,georg-2006,
413,panare,F,,payne-2013,"The third person pronouns distinguish animacy, spatial deixis, and visibility/invisibility (Payne 2013:88-9). The animate, proximate, visible third person forms are listed below. The element ‘úja’ appears immediately following A pronouns (Payne 2012:68). Since this element is classified as a postposition it is not included in the forms listed below. Possession is marked differently for inalienable and alienable nouns (Payne 2013:74 ff). The forms used for inalienable possession are listed below. Note, the forms of the prefixal possessive pronouns listed below vary significantly in an allomorphic fashion as discussed by Payne (2013:74-5)."
414,tariana,F,,aikhenvald-2003,"The O forms listed below are formed from the A, S, and P forms by attachment of the suffix '-nɑ'. This suffix is in fact only used for non-topical pronouns in the O function while ‘-nuku/-nɑku’ is the suffix used for topical O pronouns (Aikhenvald 2006:139). In addition to this, the A, S, and P forms listed below are those used in non-focused contexts (Aikhenvald 2006:139). The forms used for focused constituents carry the suffix ‘-nhe/-ne’  (Aikhenvald 2006:139). Finally, feminine forms of the plural pronouns listed below, which are unmarked for gender, are formed by attachment of the suffix '-mɑpe' (Aikhenvald 2006:177)."
415,jamaican-creole-english-london,F,,sutcliffe-1982,"In addition to the third person singular pronoun 'im' listed below, a third person singular neuter pronoun 'i' also exists (Sutcliffe 1982:97)."
416,paraguayan-guarani,F,,gregores-and-suarez-1967,The forms listed below are given in the system of transcription adopted by Gregores and Suárez (1967). The third person form ha'e is considered a demonstrative.
417,urdu,F,,bhatia-and-koul-2000,"The second person singular forms listed below are the honourific forms. In addition to these forms, a set of familiar second person singular pronouns exists on the basis of the stem 'tuu' (Bhatia and Koul 2000:318-19). In addition to this, the O forms carrying the suffix '-ko' each have a truncated form ending in '-e' (Bhatia and Koul 2000:318-19)."
418,berbice-dutch-creole,F,,kouwenberg-1994,"In addition to the forms given below, a series of ‘reduced’ personal pronouns, phonologically related to the pronouns listed, also exists (Kouwenberg 1993:169-171)."
419,saotomense,F,,ferraz-1979,"The free first person singular A, S pronoun ‘aˈmi’ listed below most commonly occurs before non-verbal elements; the use of this form before verbs is considered archaic (Ferraz 1979:63-4). Most commonly, before verbs a bound morpheme ‘N-’, a nasal homorganic with the initial consonant of the verb, (or one of the elements in free variation with this morpheme) is used (Ferraz 1979:63-4). Similarly, the third person singular A, S pronoun ‘e’ listed below only occurs before verbs with the form ‘eˈle’ used before all other categories of word, while the first person singular O pronoun ‘mũ’ only occurs before verbs with the form ‘ˈami’ used before all other categories (Ferraz 1979:64)."
420,antigua-and-barbuda-creole-english-north-antiguan,F,,farquhar-1974,"In addition to the gender 1 and 2 third person singular pronouns listed below, which are the masculine and feminine forms respectively, the third person singular neuter subject and object forms /i/ and /om/ also exist in the language (Farquhar 1974:48). The corresponding possessive forms are /fui/ and /fuom/ (Farquhar 1974:48)."
421,antigua-and-barbuda-creole-english-south-antiguan,F,,farquhar-1974,"Unlike the North Antiguan dialect, the South Antiguan dialect lacks a gender and animacy distinction in the third person singular A,S, and O forms (Farquhar 1974:48). Note however that, as discussed in the comments to the relevant entries below, a gender distinction is maintained between masculine and feminine third person singular possessive forms in the object function ((Farquhar 1974:48)."
422,seselwa-creole-french,F,,corne-1977,The forms listed below are given in the system of transcription adopted by Corne (1977) where ‘ˆ’ marks nasal vowel quality.
423,iwaidja,,,evans-pc,
424,yukulta,F,,keen-1983,
425,torau,F,,evans-2015,The numeral '0' is used as a placeholder for the third person non-possessive forms. These cells will be filled shortly.
426,teop,F,,evans-2015,
427,bannoni,F,,evans-2015,'gh' represents a voice velar fricative.
428,mono,F,,evans-2015,
429,cubeo,F,,morse-and-maxwell-1999,
430,yanomama,,,migliazza-1972,"Migliazza's thesis gives forms from a number of varieties.  Forms given here are from the Yanomamɨ variety.  Data is on p. 326 and entered from Column C. 
Need to add ref to justify fact that same forms are used for S and O. Ergative case clitic, added to pronouns in A function (apparently obligatorily), is shown here."
431,greek,F,,pring-1950,"All 3rd person pronouns have distinct masculine, feminine, and neuter forms (Pring 1950:54-5). The 3rd person singular 'Gender 1' pronouns are the masculine forms, while the 'Gender 2' pronouns are the feminine forms. The 3rd person dual and plural pronouns (except for the possessive forms, see the comments to these cells) are the masculine forms. The neuter and, in the case of the plural pronouns, the feminine forms are given in the comments to the relevant cells."
432,malay,F,,othman-and-atmosumarto-1995,"The forms below are given in the (largely) phonemic Malay orthography. See Othman and Atmosumarto (1995:1-11) for brief non-technical discussion of the relationship between orthography and phonology in Malay. In addition, note that 'informal' 1SG and 2SG also exist in addition to the forms listed below (Othman and Atmosumarto 1995:232)."
433,rapa-nui,F,,du-feu-1996,"A series of syntactic function marking particles exist in the language, however this is not analysed as involving affixation (Du Feu 1996:112-4). Hence, in all cases function marking particles have not been reproduced below. In addition, the language makes a distinction between definite/indefinite and, in the singular, alienable/inalienable pronominal possession (De Feu 1996:144-5). The possessive forms listed below are the definite pronouns used for alienable possession."
434,sinaugoro,F,,tauberschmidt-1999,"In addition to the forms listed below, complex pronominal phrases incorporating plural pronouns that carry a dual or trial meaning that may serve the S/A/O function are also possible, see Tauberschmidt (1999:21) for discussion. Additionally, two distinct patterns of pronominal possession exist: the inalienable and the alienable (Tauberschmidt 1999:59-60). Inalienable possession is marked by attachment of a pronominal suffix to the possessum which indexes the person and number of the possessor (Tauberschmidt 1999:59-60). Nouns and noun phrases that are possessed in an alienable fashion are immediately preceded by a possessive pronoun that also indexes the number and person of the possessor as well as whether the possessum is edible or not (what Tauberschmidt 1999:60-61 terms a neutral/edible distinction). In all cases the possessive construction may be preceded by the S/A/O pronoun that indexes the number and person of the possessor. The possessive pronouns used in neutral alienable possessive contexts are listed below, see Tauberschmidt (1999:19-20) for inalienable possessive suffixes and the edible alienable possessive pronouns."
435,big-nambas,F,,fox-1979,"The language makes a distinction between obligatorily and optionally possessed nouns (Fox 1979:23-30). The possessive personal suffixes used with the majority of optionally possessed nouns are listed below. Note however, a small number of optionally possessed nouns (enumerated by Fox 1979:26) do not take the possessive suffixes listed but rather are preceded by the appropriately inflected form of the possessive adjective /nan/ (‘his’).  Obligatorily possessed nouns take a set of personal possessive suffixes otherwise identical to those listed below except that the initial segment /a/ is absent (Fox 1979:25)."
436,ura,F,,crowley-1999,"All plural pronouns listed below may optionally carry the suffix /-ye/ which has the effect of adding a meaning similar to every. Hence, while /gimi/ simply means ‘you (pl.)’, /gimi-ye/ means roughly ‘all of you (pl.)’ (Crowley 1999:127). Note also, /y/ represents what is termed by Crowley (1999:106) an ‘alveolar glide’."
437,french-st-thomas-us-virgin-islands,F,,highfield-1979,"The forms listed below are given in the system of transcription adopted by Highfield (1979). In addition, singular possessive pronouns in this language agree with the possessum in gender and number while plural possessives agree in number only (Highfield 1979:62-3). The possessive forms listed below are those used with a singular masculine possessum, see Highfield (1979:62-3) for complete description of the possessive forms. Many possessive forms also have a morphophonemic alternant, see again Highfield (1979:62-3) for discussion."
